Word,Line Numbers
тыр,"195A, 272A, 398A, 423A, 471A, 604A, 605A, 627A, 665A, 688A, 696A, 736A, 748A, 796A, 832A, 848A, 1039A, 1090A, 1091A, 1100A, 1101A, 1170A, 1179A, 1180A, 1192A, 1193A, 1203A, 1217A, 1225A, 1261A, 1263A, 1267A, 1273A, 1285A, 1314A, 1319A, 1321A, 1371A, 1379A, 1402A, 1456A, 1482A, 1501A, 1574A, 1583A, 1678A, 1687A, 1696A, 1752A, 1768A, 1811A, 1824A, 1828A, 1848A, 1931A, 1940A, 1952A, 1972A, 1991A, 2037A, 2049A, 2068A, 2152A, 2226A, 2281A, 2412A, 2467A, 2477A, 2512A, 2561A, 2564A, 2671A, 2676A, 2680A, 2697A, 2707A, 2735A, 2811A, 2852A, 2859A, 2867A, 2909A, 2949A, 2953A, 2966A, 3003A, 3007A, 3035A, 3079A, 3087A, 3088A, 3102A, 3125A, 3151A, 3170A, 3176A, 3185A, 3194A, 3242A, 3257A, 3266A, 3277A, 3305A, 3328A, 3334A, 3351A, 3365A, 3383A, 3394A, 3416A, 3452A, 3492A, 3501A, 6B, 83B, 93B, 128B, 243B, 458B, 490B, 582B, 628B, 737B, 945B, 947B, 950B, 954B, 957B, 962B, 989B, 1132B, 1151B, 1168B, 1175B, 1216B, 1253B, 1376B, 1382B, 1395B, 1398B, 1425B, 1432B, 1446B, 1458B, 1460B, 1502B, 1506B, 1510B, 1512B, 1513B, 1542B, 1551B, 1558B, 1559B, 1569B, 1591B, 1595B, 1605B, 1611B, 1613B, 66C, 67C, 109C, 115C, 163C, 169C, 183C, 201C, 224C, 233C, 241C, 245C, 246C, 255C, 259C, 635C, 641C, 644C, 644C, 649C, 654C, 664C, 701C, 708C, 719C, 793C, 837C, 840C, 847C, 868C, 892C, 906C, 909C, 940C, 940C, 947C, 957C, 960C, 969C, 970C, 973C, 979C, 990C, 1028C, 1085C, 1130C, 1154C, 1182C, 1188C, 1189C, 1194C, 1197C, 1214C, 1259C, 1270C, 1275C, 1278C, 1309C, 1317C, 1423C, 1426C, 1432C, 1435C, 1436C, 1440C, 1443C, 1453C, 1492C, 1502C, 1535C, 1550C, 1553C, 1567C, 1572C, 1580C, 1599C, 1600C, 1637C, 1646C, 1734C, 1781C"
демги,"196A, 2261A, 8B, 515B, 527B, 611B, 769B, 916B, 989B, 1387B, 1397B, 1414B, 1425B, 1471B, 271C, 734C, 738C, 753C, 762C, 771C, 794C, 802C, 837C, 926C, 941C, 951C, 956C, 1100C"
хаага,196A
онаап,"196A, 276A, 490B"
тудускаш,196A
чагыг,"197A, 889A, 3064A"
сөзүн,"197A, 889A, 961A, 1524A, 3064A, 622C"
эвес,"198A, 557A, 580A, 588A, 809A, 811A, 905A, 1078A, 1576A, 1709A, 2063A, 2906A, 2908A, 3019A, 3020A, 3147A, 3349A, 45B, 98B, 118B, 230B, 232B, 232B, 393B, 433B, 500B, 531B, 903B, 914B, 929B, 929B, 1128B, 1138B, 1296B, 1604B, 162C, 216C, 236C, 378C, 474C, 481C, 491C, 707C, 758C, 764C, 865C, 878C, 1152C, 1167C, 1176C, 1209C, 1321C, 1482C, 1675C, 1695C, 1705C, 1705C, 1706C, 1723C, 1728C"
кадайныӊ,"201A, 289A, 303A, 353A, 1516A, 2888A, 892B"
чадырында,201A
дээрзин,202A
көрдүзүс,202A
мындыт,203A
чорукка,"203A, 623A"
таварыштывыс,203A
артык,"204A, 292A, 309A, 377A, 1497A, 104B, 307B, 395B, 422C, 597C, 866C, 1109C, 1376C, 1393C, 1395C, 1395C"
буруу,205A
херээ,"205A, 804A, 1000A, 2845A, 150B, 759B"
ялыы,205A
хинчек,205A
эдилээр,"206A, 521A, 1598B"
эвеспе,"206A, 249A, 251A, 257A, 272A, 309A, 321A, 379A, 386A, 398A, 406A, 428A, 433A, 450A, 471A, 481A, 486A, 515A, 565A, 579A, 604A, 605A, 620A, 642A, 653A, 657A, 661A, 665A, 668A, 677A, 688A, 696A, 724A, 733A, 736A, 745A, 748A, 763A, 785A, 785A, 796A, 801A, 823A, 827A, 844A, 854A, 866A, 871A, 896A, 899A, 913A, 935A, 943A, 959A, 965A, 967A, 974A, 981A, 990A, 998A, 1005A, 1031A, 1039A, 1048A, 1059A, 1079A, 1097A, 1100A, 1105A, 1114A, 1122A, 1129A, 1132A, 1145A, 1151A, 1158A, 1165A, 1170A, 1179A, 1199A, 1217A, 1237A, 1242A, 1247A, 1253A, 1273A, 1281A, 1314A, 1321A, 1330A, 1338A, 1343A, 1346A, 1352A, 1387A, 1393A, 1411A, 1430A, 1492A, 1583A, 1592A, 1597A, 1673A, 1683A, 1719A, 1721A, 1723A, 1737A, 1739A, 1752A, 1754A, 1811A, 1815A, 1878A, 1882A, 1911A, 1918A, 1931A, 1950A, 1953A, 1971A, 2091A, 2161A, 2216A, 2272A, 2307A, 2344A, 2356A, 2369A, 2407A, 2423A, 2427A, 2456A, 2467A, 2475A, 2477A, 2553A, 2561A, 2574A, 2625A, 2704A, 2707A, 2735A, 2776A, 2779A, 2799A, 2801A, 2929A, 2965A, 2983A, 3031A, 3037A, 3065A, 3077A, 3093A, 3106A, 3111A, 3242A, 3446A, 6B, 16B, 20B, 30B, 37B, 52B, 75B, 83B, 87B, 99B, 104B, 110B, 119B, 122B, 125B, 128B, 140B, 174B, 194B, 216B, 225B, 234B, 239B, 243B, 254B, 259B, 264B, 273B, 278B, 283B, 289B, 316B, 321B, 331B, 334B, 349B, 357B, 368B, 387B, 396B, 404B, 415B, 421B, 428B, 430B, 439B, 444B, 656B, 753B, 798B, 888B, 891B, 896B, 901B, 904B, 917B, 927B, 932B, 934B, 943B, 944B, 945B, 949B, 951B, 957B, 964B, 968B, 970B, 973B, 980B, 983B, 984B, 989B, 998B, 1466B, 1510B, 1559B, 1575B, 1607B, 18C, 94C, 109C, 115C, 146C, 153C, 177C, 179C, 183C, 186C, 193C, 201C, 224C, 226C, 234C, 241C, 245C, 255C, 286C, 348C, 365C, 392C, 396C, 401C, 409C, 427C, 435C, 441C, 443C, 484C, 494C, 501C, 509C, 516C, 527C, 533C, 535C, 542C, 557C, 568C, 572C, 576C, 579C, 586C, 590C, 592C, 596C, 598C, 600C, 602C, 606C, 609C, 612C, 616C, 622C, 626C, 641C, 647C, 655C, 668C, 673C, 681C, 716C, 723C, 802C, 837C, 868C, 878C, 880C, 901C, 906C, 936C, 1025C, 1138C, 1409C, 1418C, 1426C, 1430C, 1432C, 1436C, 1440C, 1443C, 1453C, 1470C, 1475C, 1487C, 1494C, 1496C, 1502C, 1506C, 1528C, 1538C, 1543C, 1550C, 1555C, 1567C, 1656C"
хаанга,"207A, 524A, 611A, 689A, 1544A, 1643A, 1656A, 1714A, 481B, 498B, 783B, 784B, 832B, 1070B, 1191B, 1227B, 1513B, 1559B, 12C, 238C, 581C, 608C, 744C, 762C, 1321C, 1323C, 1324C, 1324C, 1349C"
баргаш,"207A, 1203A, 1235A, 1322A, 1479A, 1553A, 2187A, 2802A, 3148A, 4B, 493B, 522B, 579B, 588B, 654B, 660B, 743B, 782B, 829B, 916B, 1142B, 127C, 134C, 162C, 739C, 853C, 954C, 1129C, 1438C, 1465C"
чымчак,"208A, 220A, 334A"
черин,"208A, 220A, 334A, 943A, 1295A, 1817A, 2339A, 1551C, 1568C, 1585C"
амзаӊар,208A
ишти,"209A, 221A, 335A, 1562A, 1879A, 3213A, 3214A, 1407B, 466C, 1200C, 1665C, 1673C, 1697C"
хырнын,"209A, 221A, 335A, 1879A, 1206B, 1244B, 1279B, 1539C, 1549C"
өкпе,"210A, 222A, 336A, 2140A, 2821A, 2829A, 2893A, 2955A, 2956A, 2963A, 2964A, 3006A, 3007A, 3008A, 3011A, 3218A, 3394A, 3407A, 3408A"
чүрээн,"210A, 222A, 336A, 2397A, 2893A, 3006A, 3008A, 3011A, 3394A"
баар,"211A, 444A, 798A, 1214A, 1657A, 2898A, 26B, 27B, 148B, 169B, 330B, 608B, 630B, 940B, 1303B, 8C, 604C, 903C, 903C, 905C, 1316C, 1383C, 1690C, 1700C"
бүүрээн,"211A, 1104C, 1112C, 1118C"
баштады,212A
сөӊнээр,212A
а,"213A, 228A, 885A, 2334A, 863B, 916B, 1204C"
ооң,"213A, 1976A, 299B, 4C, 1451C"
сөөлүнде,"213A, 505A, 1452A, 2159A, 2386A, 424B, 427B, 446B, 814B, 1300B, 124C, 1093C"
коң,213A
хаанныу,"214A, 440A, 684A, 3147A, 655B, 715B, 1293B, 709C, 712C, 714C, 848C"
өргээзинге,"214A, 329A, 583A, 2088A, 2118A, 2245A, 710C"
тозан,"215A, 263A, 331A, 399A, 500A, 624A, 930A, 1205A, 1222A, 1503A, 1504A, 1569A, 1570A, 1679A, 1680A, 1681A, 1704A, 1771A, 1820A, 1853A, 1854A, 1875A, 1992A, 1993A, 2039A, 2045A, 2046A, 2588A, 2719A, 2882A, 2884A, 3106A, 3127A, 3299A, 3301A, 599B"
шары,"215A, 331A, 2144A, 2155A, 2182A, 2206A, 716B, 721B, 343C, 358C, 371C, 372C"
кежин,"215A, 331A, 409A, 58B, 625B, 1297B, 1526C, 1733C"
көктеп,"216A, 331A"
кылган,"216A, 331A, 536A, 3140A, 1417B, 71C, 96C, 1024C"
хөмбүле,"217A, 331A"
хөмге,217A
эккеп,"218A, 223A, 332A, 592A, 711A, 754A, 903A, 1528A, 1574A, 1630A, 1633A, 1656A, 1668A, 2216A, 2634A, 2639A, 2643A, 2650A, 2811A, 2823A, 2829A, 3010A, 36B, 38B, 58B, 506B, 747B, 783B, 787B, 831B, 1462B, 57C, 113C, 581C, 832C, 1579C, 1751C"
салгаш,"218A, 669A, 1436A"
чагыынёзугаар,219A
чооглауар,220A
салып,"223A, 702A, 1010A, 1122A, 1124A, 1134A, 1237A, 1786A, 1892A, 1916A, 1918A, 1925A, 2049A, 2058A, 2271A, 2402A, 2798A, 2800A, 2952A, 3252A, 3494A, 113B, 113B, 470B, 543B, 800B, 895B, 993B, 1077B, 1107B, 1109B, 42C, 95C, 119C, 183C, 206C, 383C, 393C, 418C, 418C, 534C, 743C, 752C, 761C, 776C, 1025C, 1059C, 1625C, 1634C"
коў,"224A, 338A"
дараалаштыр,224A
сөӊнеп,224A
турлар,"224A, 257A, 299A, 338A, 836A, 866A, 908A, 935A, 950A, 961A, 1758A, 1958A, 1985A, 2267A, 2330A, 2356A, 2407A, 2444A, 2621A, 2631A, 2757A, 2814A, 3122A, 3388A, 3463A, 3466A, 3471A, 914B, 934B, 943B, 976B, 978B, 1388B, 1468B, 1486B, 1063C"
амданынга,226A
шыдашпайн,"226A, 1241A, 2753A, 1551C"
эргээн,227A
үзе,"227A, 230A, 284A, 510A, 511A, 743A, 744A, 1249A, 1260A, 1285A, 1763A, 1824A, 2102A, 2631A, 2657A, 2737A, 2741A, 2744A, 2782A, 2784A, 2786A, 2937A, 2969A, 3375A, 3379A, 3394A, 3412A, 3415A, 212B, 312B, 313B, 339B, 403B, 441B, 444B, 451B, 658B, 668B, 668B, 690B, 695B, 711B, 722B, 950B, 1211B, 1213B, 1248B, 1250B, 1056C, 1370C"
дайнап,"227A, 230A, 966C, 984C"
чип,"227A, 253A, 859A, 861A, 3465A, 15B, 175B, 195B, 249B, 367B, 407B, 514B, 517B, 523B, 524B, 617B, 1036B, 1041B, 1045B, 1051B, 1056B, 1058B, 1063B, 1066B, 1149B, 1159B, 1162B, 1162B, 1166B, 1177B, 1211B, 1305B, 1319B, 339C, 467C, 476C, 801C, 954C, 955C, 955C, 962C, 964C, 977C, 980C, 994C, 997C, 1107C, 1187C, 1196C, 1213C, 1227C, 1233C, 1234C, 1278C, 1299C, 1317C, 1344C, 1644C, 1735C, 1773C"
чүстүг,"229A, 1066A, 1068A, 1149A, 1153A, 2694A"
шөөмээниӊ,229A
чүзүн,"230A, 3124A, 562B, 571B, 588B, 595B"
чолдак,"233A, 277B, 1591B, 1593B, 1247C"
эргектиг,233A
чалыы,"235A, 2466A, 752C, 1256C"
кыс,"235A, 237B"
шимиткеп,236A
ара,"237A, 488A, 546A, 992A, 1097A, 1106A, 1111A, 1146A, 1156A, 1185A, 1197A, 1226A, 1240A, 1243A, 1246A, 1367A, 1396A, 1417A, 1439A, 1446A, 1510A, 2089A, 2328A, 2581A, 3230A, 3338A, 3353A, 3386A, 3396A, 3473A, 545B, 671B, 698B, 730B, 881B, 1015B, 1469B, 1539B, 1549B, 1573B, 279C, 283C, 288C, 713C, 716C, 717C, 870C, 1529C"
албатызындан,237A
согур,"237A, 1394A, 769B, 296C, 321C, 332C, 956C, 987C, 1006C"
төл,"240A, 241B"
чоккижи,240A
талденип,241A
немежип,242A
делегейнинӊ,243A
кужу,243A
курту,243A
амырап,"244A, 250B, 1062B, 653C, 1220C"
чыргадывыс,245A
кул,"246A, 1491A, 771B, 817B"
кулаа,"247A, 682A, 3459A, 83B, 464B, 668B, 1532B, 1411C"
бүде,"247A, 3460A"
семирип,"247A, 249A, 1376A, 1596A, 3244A, 3246A, 3250A, 3251A"
кулбугур,248A
ытты,"248A, 1287B, 802C"
кудуруу,"249A, 562A, 666A, 1319A, 1523A, 2319A, 277B, 464B, 1408C"
чолдая,249A
хаанныў,"250A, 764A, 1553A, 1556A, 1963A, 2088A, 2571A, 2790A, 478B, 719B, 805B, 857B, 1606B, 256C, 753C, 831C, 851C"
хевээр,"251A, 375A, 818A, 223C, 1532C"
тозанҥ,252A
хонукта,"252A, 271A, 1525A, 2447A, 557B"
доозазын,"253A, 711B, 767B, 1653C"
шыдавайн,"253A, 408C"
өглүг,"254A, 1011C"
өөнге,"255A, 303A, 355A, 2644A, 2802A, 2824A, 2848A, 2995A, 3236A, 3275A, 3475A, 496B, 497B, 541B, 781C, 794C"
шыгжап,"255A, 257A, 3191A"
өг,"256A, 1130A, 1217A, 1229A, 2897A, 3051A, 3476A, 142B, 143B, 152B, 152B, 154B, 164B, 176B, 185B, 196B, 236B, 291B, 302B, 305B, 319B, 456B, 661B, 842B, 1377B, 1478B, 896C"
хая,"257A, 637A, 739A, 1281A, 1323A, 1583A, 1650A, 1902A, 1910A, 46B, 112B, 113B, 115B, 117B, 118B, 123B, 125B, 139B, 175B, 300B, 312B, 436B, 442B, 448B, 808B, 826B, 1133B, 276C, 1055C"
дажыныӊ,257A
куюнга,257A
база,"259A, 897A, 1832A, 1970A, 2831A, 3229A, 3384A, 21B, 48B, 113B, 125B, 217B, 230B, 286B, 291B, 311B, 412B, 424B, 438B, 443B, 730B, 784B, 831B, 963B, 985B, 1060B, 1069B, 1107B, 1109B, 1109B, 1125B, 1134B, 1164B, 1319B, 1326B, 1328B, 1333B, 1335B, 1342B, 1345B, 1349B, 1352B, 1472B, 1544B, 101C, 124C, 288C, 371C, 413C, 422C, 443C, 449C, 452C, 455C, 456C, 458C, 486C, 502C, 513C, 513C, 554C, 660C, 733C, 920C, 967C, 969C, 982C, 985C, 999C, 1023C, 1095C, 1157C, 1169C, 1177C, 1178C, 1183C, 1271C, 1275C, 1275C, 1278C, 1568C, 1584C, 1584C, 1585C, 1615C, 1692C, 1752C, 1752C"
катап,"259A, 665A, 1455A, 1895A, 2934A, 474B, 640B, 641B, 648B, 892B, 900B, 1005B, 1417B, 1546B, 108C, 288C, 557C, 558C, 559C, 565C, 755C, 767C, 923C, 1023C"
дилээр,"260A, 650B, 682B, 709B, 538C"
кел,"261A, 384A, 385A, 387A, 578A, 664A, 1549A, 1550A, 2329A, 3266A, 22B, 72B, 367B, 376B, 491B, 711B, 743B, 758B, 762B, 774B, 803B, 815B, 1006B, 1161B, 1560B, 111C, 164C, 896C, 1427C, 1458C, 1466C, 1565C, 1775C"
диртип,"261A, 491B"
эдертип,"262A, 455B, 671B, 698B, 730B, 943B, 997B, 178C, 697C, 1214C"
хонуктуу,"263A, 1578A"
хонуун,264A
хонуп,"264A, 795A, 1132A, 1143A, 1663A, 1690A, 2872A, 3336A, 3384A, 3441A, 323B, 332B, 496B, 934B, 1538C, 1539C, 1547C, 1774C, 1775C"
хонуктун,265A
дирэвеспе,267A
ашкаш,"268A, 3165A"
кешкеш,269A
дилеп,"270A, 1186A, 1199A, 2687A, 3082A, 3324A, 144B, 900B, 1045B, 1098B, 1098B, 1230B, 1574B, 223C, 510C, 837C, 1447C, 1455C, 1494C, 1646C"
тыпкаш,270A
сүрүп,"272A, 1290A, 1292A, 1308A, 1321A, 2259A, 258B, 402B, 1215B, 127C, 129C, 134C, 847C, 942C"
чиге,"273A, 638A, 1037A, 1049A, 1061A, 1071A, 1699A, 2805A, 2818A, 2827A, 2858A, 2891A, 3017A, 3333A, 324B, 511B, 529B, 554B, 1497B"
соңгу,"273A, 787A, 554B, 1663C, 1667C, 1671C"
чүкте,"273A, 1071A, 1699A, 2805A, 2818A, 2827A, 2891A, 3017A, 554B, 1429B, 1498B"
аалыныӊ,"274A, 3221A, 612B, 687B, 692B, 715B, 719B, 1053B, 850C"
чылдыктыг,"275A, 1570A, 1993A"
дааскаш,276A
ааштында,278A
өрттедип,"280A, 438A, 443A, 1189A"
чорудуп,"281A, 489A, 2800A, 3305A, 1142B, 1548B"
хуусаазында,282A
күүседип,283A
эккелбес,283A
хол,"284A, 2657A, 1278B"
будуӊарны,284A
пар,"284A, 343A, 956C, 958C, 966C, 969C, 996C, 1003C, 1006C, 1008C, 1104C, 1112C, 1118C, 1121C, 1540C, 1606C"
демир,"284A, 826A, 1604A, 1816A, 1914A, 1927A, 1974A, 2027A, 2029A, 2047A, 2063A, 2098A, 2107A, 2160A, 2162A, 2167A, 2176A, 2335A, 2358A, 2360A, 2388A, 2399A, 2410A, 2413A, 2436A, 2442A, 2449A, 2455A, 2469A, 2478A, 2484A, 2490A, 2506A, 2521A, 2523A, 2534A, 2549A, 2560A, 2562A, 2565A, 2568A, 3313A, 3434A, 325B, 336B, 336B, 342B, 373B, 383B, 406B, 787B, 806B, 820B, 830B, 847B, 872B, 872B, 872B, 879B, 879B, 250C, 264C, 274C, 1261C, 1274C, 1283C, 1290C, 1305C, 1438C, 1766C"
демирлээр,284A
саранда,288A
өөнче,"290A, 1497A, 3356A, 568B, 792C, 1119C"
чоокшулап,"290A, 684A"
ора,"290A, 684A, 1703A, 1849A, 1986A, 2016A, 2119A, 2347A, 2994A, 898B, 905B, 908B, 919B, 928B, 935B, 938B, 946B, 995B, 1322B, 1514B, 1522B, 463C, 1246C"
биеэгизинден,"291A, 309A, 597C, 599C"
чаагай,"292A, 309A, 2592A, 382C, 1420C, 1426C, 1533C"
ам,"293A, 840A, 849A, 908A, 1018A, 1410A, 1431A, 2070A, 2143A, 2223A, 2224A, 2348A, 2439A, 2572A, 2577A, 2688A, 2802A, 2809A, 2831A, 3148A, 3177A, 7B, 11B, 17B, 21B, 31B, 38B, 41B, 45B, 53B, 60B, 64B, 67B, 70B, 72B, 76B, 84B, 91B, 100B, 105B, 111B, 120B, 123B, 126B, 129B, 137B, 141B, 146B, 148B, 150B, 175B, 195B, 206B, 217B, 223B, 226B, 235B, 240B, 244B, 252B, 255B, 260B, 265B, 268B, 272B, 274B, 279B, 284B, 290B, 297B, 308B, 314B, 317B, 323B, 327B, 332B, 335B, 341B, 342B, 350B, 358B, 388B, 397B, 405B, 409B, 422B, 426B, 431B, 433B, 446B, 453B, 457B, 504B, 518B, 519B, 559B, 627B, 629B, 649B, 650B, 654B, 726B, 737B, 833B, 860B, 865B, 868B, 870B, 935B, 946B, 956B, 960B, 965B, 968B, 974B, 1039B, 1376B, 1404B, 1404B, 1423B, 1427B, 1431B, 1435B, 1437B, 1449B, 1461B, 1496B, 52C, 52C, 77C, 132C, 227C, 281C, 412C, 413C, 421C, 421C, 423C, 438C, 498C, 504C, 505C, 518C, 519C, 524C, 534C, 536C, 549C, 620C, 653C, 710C, 717C, 721C, 810C, 827C, 876C, 878C, 894C, 930C, 967C, 989C, 1090C, 1095C, 1161C, 1164C, 1171C, 1173C, 1180C, 1187C, 1189C, 1199C, 1208C, 1229C, 1233C, 1239C, 1256C, 1275C, 1278C, 1285C, 1323C, 1368C, 1374C, 1374C, 1381C, 1384C, 1407C, 1413C, 1468C, 1471C, 1471C, 1503C, 1520C, 1537C, 1636C, 1764C"
бергеш,"293A, 839A, 1373A, 1787A, 1825A, 1978A, 2092A, 2851A, 3199A, 3235A, 3265A, 68B, 228B, 296B, 357B, 381B, 453B, 456B, 498B, 506B, 547B, 568B, 575B, 784B, 831B, 843B, 849B, 853B, 854B, 1098B, 1102B, 1103B, 1128B, 1144B, 1210B, 1247B, 1529B, 41C, 59C, 130C, 181C, 383C, 508C, 508C, 736C, 762C, 794C, 1302C, 1422C, 1429C, 1444C, 1453C, 1461C"
бирээвис,"294A, 295A, 297A, 298A"
кайгаарда,"294A, 315A"
бөдээнени,295A
орааа,296A
быжырарда,"297A, 313A"
ораалы,298A
сүмележип,"299A, 2229A, 2356A, 2626A"
ла,"300A, 388A, 444A, 737A, 833A, 897A, 909A, 998A, 1039A, 1105A, 1144A, 1184A, 1314A, 1474A, 1476A, 1551A, 1577A, 1753A, 1781A, 1793A, 1901A, 1908A, 1912A, 1930A, 1950A, 1959A, 2524A, 2715A, 2808A, 2859A, 2913A, 2942A, 3045A, 3116A, 3185A, 3186A, 3202A, 3220A, 3229A, 3421A, 3422A, 11B, 19B, 21B, 48B, 72B, 81B, 91B, 111B, 141B, 189B, 217B, 247B, 263B, 297B, 335B, 382B, 388B, 422B, 423B, 424B, 442B, 465B, 594B, 639B, 648B, 652B, 684B, 713B, 730B, 763B, 809B, 933B, 946B, 953B, 963B, 983B, 985B, 1013B, 1016B, 1021B, 1028B, 1030B, 1032B, 1044B, 1050B, 1060B, 1069B, 1080B, 1082B, 1084B, 1109B, 1109B, 1113B, 1117B, 1121B, 1121B, 1124B, 1134B, 1134B, 1147B, 1164B, 1167B, 1214B, 1251B, 1326B, 1328B, 1333B, 1335B, 1342B, 1345B, 1349B, 1352B, 1382B, 1386B, 1409B, 1413B, 1441B, 1460B, 1516B, 1544B, 1558B, 1579B, 1590B, 1606B, 8C, 11C, 43C, 71C, 77C, 94C, 101C, 106C, 124C, 141C, 170C, 172C, 186C, 188C, 194C, 260C, 294C, 300C, 330C, 413C, 416C, 422C, 437C, 452C, 456C, 458C, 461C, 486C, 502C, 513C, 529C, 538C, 545C, 554C, 571C, 582C, 584C, 645C, 650C, 680C, 684C, 757C, 764C, 779C, 796C, 797C, 799C, 810C, 829C, 842C, 846C, 868C, 876C, 883C, 887C, 894C, 896C, 902C, 910C, 918C, 920C, 940C, 942C, 943C, 944C, 951C, 967C, 985C, 1025C, 1045C, 1046C, 1053C, 1054C, 1056C, 1062C, 1073C, 1074C, 1075C, 1078C, 1097C, 1134C, 1155C, 1157C, 1162C, 1163C, 1168C, 1169C, 1171C, 1177C, 1178C, 1183C, 1188C, 1219C, 1240C, 1258C, 1300C, 1371C, 1376C, 1381C, 1382C, 1444C, 1448C, 1451C, 1452C, 1456C, 1469C, 1515C, 1516C, 1523C, 1542C, 1549C, 1553C, 1567C, 1568C, 1585C, 1599C, 1608C, 1616C, 1669C, 1689C, 1692C, 1719C"
чорааш,"300A, 612A, 1150A, 1162A, 1394A, 1406A, 1561A, 1664A, 2046A, 2749A, 3080A, 3220A, 3441A, 111B, 463B, 955B, 1121B, 1130B, 1425B, 424C, 486C, 516C, 545C, 546C, 817C, 842C, 909C, 1215C, 1472C, 1488C, 1505C, 1549C, 1568C, 1584C, 1599C, 1646C, 1656C, 1669C, 1689C, 1694C"
чадыр,"301A, 1047B, 1141B, 1162B, 426C, 430C, 1058C, 1059C"
өгнүӊ,"301A, 1342A, 142B, 143B, 150B, 600B, 660B, 1129C"
чанынга,"301A, 1438A, 1477A, 1756A, 2090A, 2246A, 2780A, 966B, 402C, 417C, 831C, 970C, 972C, 990C, 1722C"
аъдындан,"302A, 851A, 1090A, 1386A, 1397A, 1401A, 1816A, 3431A, 616B, 140C"
баглааш,"302A, 598B, 620B, 506C, 621C, 624C, 652C, 663C, 676C"
дөрде,304A
кызыл,"305A, 411A, 453A, 525A, 573A, 595A, 637A, 639A, 1802A, 1833A, 2491A, 2521A, 3165A, 341B, 374B, 448B, 564B, 573B, 575B, 590B, 597B, 622B, 986B, 988B, 1533B, 1579B, 414C, 419C, 419C, 499C, 499C, 525C, 525C, 529C, 671C, 678C, 686C, 690C, 704C, 795C, 801C, 895C, 1087C, 1144C, 1249C, 1550C, 1674C, 1675C, 1694C, 1695C"
ширээниӊ,305A
бот,"311A, 2762A, 1007B"
боттарын,"311A, 2762A, 1113C"
шенектежип,311A
чугаалашканын,312A
ёзугаар,"312A, 1216A, 2153A, 65C, 281C"
бирээзи,"313A, 314A, 315A, 1832A, 1970A, 164B, 184B, 685B, 712B, 763B, 763B, 809B, 809B, 918B, 928B, 573C, 651C, 657C, 1089C, 1092C"
өскези,316A
доозуп,321A
илби,"323A, 482A, 924A, 931A, 933A, 1223A, 2230A"
шиди,"323A, 482A, 1223A, 793B, 794B"
эътти,"323A, 2480A, 2486A, 2511A, 340C"
көрүп,"323A, 787A, 789A, 807A, 841A, 938A, 976A, 978A, 1041A, 1050A, 1061A, 1067A, 1069A, 1070A, 1105A, 1266A, 1691A, 1755A, 1826A, 1894A, 2083A, 2172A, 2247A, 2573A, 2574A, 3081A, 3089A, 3121A, 3376A, 158B, 166B, 179B, 199B, 200B, 471B, 547B, 621B, 657B, 846B, 947B, 954B, 1099B, 1394B, 1470B, 1530B, 1596B, 65C, 66C, 67C, 70C, 94C, 444C, 464C, 465C, 606C, 817C, 955C, 1055C, 1060C, 1193C, 1201C, 1235C, 1294C, 1315C, 1429C, 1430C, 1432C, 1569C, 1585C, 1718C"
чээш,"324A, 325A, 336A, 3341A, 3343A, 1021C, 1039C, 1042C, 1121C, 1122C"
карактыг,"325A, 399C, 413C, 631C, 636C, 641C"
согураара,325A
дойтуя,326A
хуулдуруп,"327A, 674B"
бараалгап,"330A, 401A, 584A, 790A, 854A, 1554A, 1513B, 585C"
хөмүнге,331A
салырга,"332A, 2181A, 2205A, 2410A, 2420A, 2435A, 247C, 1513C"
чаӊгыс,"333A, 726A, 1214A, 1566A, 1764A, 2268A, 2623A, 2845A, 3018A, 3027A, 3177A, 3332A, 81B, 185B, 236B, 519B, 523B, 530B, 575B, 628B, 717B, 900B, 965B, 1086B, 1095B, 1113B, 1170B, 1251B, 1254B, 1260B, 1265B, 1266B, 1271B, 1276B, 1279B, 1282B, 1284B, 1286B, 1287B, 1292B, 1295B, 1300B, 1308B, 1311B, 1312B, 1357B, 1374B, 1585B, 478C, 555C, 558C, 564C, 565C, 571C, 575C, 575C, 579C, 580C, 582C, 587C, 594C, 599C, 601C, 603C, 617C, 620C, 627C, 630C, 654C, 663C, 665C, 670C, 674C, 682C, 696C, 702C, 709C, 931C, 1093C, 1095C, 1133C, 1135C, 1140C, 1259C, 1353C, 1353C"
бышкаанын,333A
шаа,"333A, 2504A, 538B, 1322B, 1328B, 1335B, 1342B, 1349B, 1130C"
четпес,"333A, 399A, 550A, 1072A, 1935A, 2342A, 2589A, 2591A, 3237A, 3239A, 3357A, 3359A, 116B, 123B, 600B, 946B, 541C, 567C, 914C, 1542C"
чооглаайн,334A
амзап,336A
уе,337A
баарывыс,337A
аишкеш,337A
доӊгая,"337A, 3352A"
ойта,"338A, 3354A, 3397A, 400C"
алдыы,"340A, 434A, 983A, 1102A, 1122A, 1314A, 2168A, 2197A, 2544A, 2623A, 214B, 215B, 228B, 229B, 233B, 235B, 245B, 314B, 385B, 401B, 410B, 1407B, 1451B, 1465B, 1467B"
үстүү,"340A, 434A, 982A, 1568A, 2170A, 2199A, 3038A, 3150A, 3252A, 3278A, 249B, 257B, 329B, 376B, 381B, 400B, 401B, 409B, 412B, 413B, 426B, 823B, 1484B"
